76ers,Bucks,Bulls,Cavaliers,Celtics,Clippers,Grizzlies,Hawks,Heat,Hornets,Jazz,Kings,Knicks,Lakers,Magic,Mavericks,Nets,Nuggets,Pacers,Pelicans,Pistons,Raptors,Rockets,Spurs,Suns,Thunder,Timberwolves,Trail Blazers,Warriors,Wizards
60,50,26,42,65,59,20,36,43,16,24,44,57,38,44,44,38,52,37,47,17,32,39,18,41,58,60,18,43,24
64,49,30,46,64,54,23,29,39,17,26,47,52,32,51,43,36,53,43,46,21,32,49,19,46,62,56,19,34,10
59,43,26,45,64,52,27,36,33,19,28,33,58,32,58,43,38,59,38,43,27,35,37,12,53,65,59,18,35,17
62,46,33,42,57,50,22,45,43,16,24,34,56,32,44,47,38,51,44,48,16,30,36,23,50,59,57,19,47,21
54,44,36,38,68,62,30,32,39,18,33,38,58,41,46,38,37,54,40,39,24,31,30,16,47,61,61,19,40,18
61,49,33,38,63,53,27,34,33,15,25,35,59,37,48,41,41,55,44,53,14,30,40,19,50,56,58,16,42,23
59,41,26,58,65,52,20,28,43,16,21,46,59,36,49,43,37,50,41,47,17,32,47,18,44,64,56,21,44,12
57,52,26,42,65,47,23,41,31,20,28,47,45,34,48,41,43,62,47,49,19,31,41,17,48,63,55,10,42,18
59,60,27,43,61,57,18,37,38,11,19,40,63,27,48,49,37,60,42,49,17,33,31,13,49,56,54,20,54,20
51,47,24,44,62,49,23,38,38,14,26,47,59,34,50,43,33,61,44,48,21,34,41,12,50,59,56,22,45,17
49,48,37,50,64,54,19,38,38,21,27,44,50,40,46,50,34,59,49,40,17,32,40,23,42,56,58,15,35,17
60,49,27,39,63,61,22,36,34,13,29,42,47,39,44,44,34,62,47,53,23,30,36,19,45,55,54,20,43,22
58,45,28,44,63,56,21,35,37,18,21,42,56,38,52,36,38,63,48,55,22,25,38,19,46,61,50,17,39,21
53,49,27,48,65,54,28,34,35,18,23,34,53,28,44,50,39,55,48,45,29,29,40,21,47,55,53,27,42,19
60,45,31,40,71,57,27,45,38,25,21,39,54,33,46,45,35,56,45,46,18,26,42,21,36,57,57,15,41,20
64,48,29,44,69,57,31,40,35,15,19,34,60,38,44,44,37,59,44,47,13,30,33,16,46,56,60,17,42,21
56,52,31,45,61,52,16,35,43,19,21,39,53,33,52,43,38,59,41,41,20,30,44,21,45,63,55,17,45,22
55,46,26,49,67,55,13,39,38,14,25,41,41,35,49,46,34,54,47,49,23,36,39,21,55,55,58,22,41,19
58,50,21,46,66,49,24,33,36,22,22,41,53,37,53,49,29,61,41,50,19,24,43,19,51,52,62,18,44,19
65,46,36,40,71,51,17,35,31,20,19,42,46,42,53,44,32,59,52,46,21,33,48,23,52,48,54,20,30,16
61,47,35,47,63,50,28,39,36,18,18,41,55,42,46,48,35,58,44,38,18,33,42,18,42,59,58,18,33,22
50,47,34,36,69,54,23,40,39,19,29,55,52,36,50,47,38,53,45,56,19,23,37,18,48,53,58,15,38,11
59,58,33,43,65,57,22,33,37,15,21,45,44,31,53,46,39,54,49,44,22,39,41,16,42,54,53,18,44,15
63,38,27,50,65,61,26,36,39,17,30,47,53,33,46,36,27,47,46,48,24,30,45,23,49,56,53,21,34,22
53,49,33,45,67,58,26,31,34,11,24,38,54,43,46,50,42,53,38,58,21,31,35,12,50,58,58,18,40,16
64,51,31,49,67,45,20,34,38,15,21,42,58,36,48,47,36,54,39,50,18,29,53,18,46,59,53,15,38,18
63,41,39,44,60,49,26,39,41,21,31,31,56,39,46,36,42,59,44,45,16,26,30,18,43,56,56,27,41,27
58,50,33,47,63,49,32,36,33,20,25,33,41,40,50,49,34,58,48,44,18,28,41,18,46,60,52,26,42,18
56,50,32,50,65,56,17,32,38,23,27,36,47,32,45,41,37,56,45,46,22,31,46,16,48,60,57,14,46,21
60,52,29,40,59,57,13,38,41,11,20,41,53,44,52,48,34,59,49,39,20,23,40,16,48,65,69,16,34,22
57,43,30,44,66,52,14,37,36,22,27,38,56,31,47,47,32,60,46,43,21,31,32,22,49,55,52,19,55,28
61,43,35,44,64,58,23,36,44,22,25,44,60,37,46,44,37,61,32,54,17,27,27,15,44,54,60,20,40,18
59,50,24,41,65,57,24,34,32,14,22,38,62,34,41,40,31,59,37,50,17,45,46,20,49,60,57,17,41,26
61,43,27,48,60,53,32,31,38,17,18,37,48,47,51,45,36,57,43,48,22,34,39,20,46,60,53,26,37,15
57,49,36,43,63,48,23,43,29,22,18,39,50,38,46,43,37,56,38,53,14,29,43,19,48,65,59,21,45,18
60,48,28,43,63,48,19,36,32,21,30,37,46,41,45,48,36,58,42,43,20,33,43,23,53,51,59,28,36,22
64,50,34,39,69,55,17,32,39,22,25,49,54,29,44,37,29,55,48,37,27,23,46,16,52,55,58,26,41,20
49,47,28,47,65,54,26,38,37,20,24,35,52,36,41,45,40,55,50,47,26,29,36,21,38,58,57,20,45,26
55,44,31,43,66,51,18,34,42,17,25,42,62,33,53,44,40,52,36,46,16,37,43,16,43,62,58,15,49,19
53,52,33,39,60,53,18,40,34,25,31,34,52,43,45,44,41,57,49,54,23,35,37,20,42,58,54,18,33,15
57,49,30,40,65,60,25,44,30,17,21,38,51,48,50,51,34,57,44,49,18,32,42,18,36,58,55,23,33,17
52,45,26,46,61,54,19,31,38,21,25,37,56,38,54,39,29,59,43,47,20,41,38,19,51,60,55,23,42,23
52,46,30,38,65,61,24,39,36,11,24,38,46,37,51,53,33,54,46,49,25,35,45,19,39,61,56,17,40,22
60,53,27,42,70,51,25,30,37,21,27,36,51,33,50,49,28,58,48,45,24,30,37,13,44,67,60,17,38,21
55,40,33,40,66,57,21,35,40,14,27,40,56,41,44,40,35,58,44,54,21,27,33,15,40,65,53,31,42,25
60,46,31,46,67,61,25,26,32,19,17,38,50,43,51,37,33,52,49,48,22,40,40,17,47,55,58,17,46,19
57,50,25,38,62,60,24,34,35,16,15,53,53,29,51,40,39,62,52,45,23,26,44,22,39,63,58,22,37,18
63,36,29,48,65,58,24,38,41,18,29,41,63,39,45,43,35,60,43,50,21,29,38,16,49,51,55,14,36,15
63,52,26,46,71,60,18,33,37,18,21,35,52,33,48,47,35,57,46,46,15,24,41,14,49,60,56,22,44,23
62,45,36,53,57,63,18,42,41,19,19,39,42,35,50,36,35,52,44,45,17,27,35,17,46,63,57,24,51,22
52,46,29,52,67,57,20,43,40,15,29,37,50,32,49,40,38,53,46,47,27,30,39,16,49,55,52,26,40,16
58,47,21,39,64,47,22,38,42,13,31,34,60,43,39,45,42,52,48,48,25,30,41,24,38,62,60,19,44,16
49,50,30,46,67,64,20,40,40,19,21,39,62,37,48,39,42,55,37,51,14,30,39,17,37,61,54,19,40,25
60,54,31,41,62,52,15,33,41,20,30,37,44,33,58,47,34,56,44,42,26,39,33,13,47,62,53,24,49,12
55,49,30,44,58,64,24,39,27,19,23,39,60,36,47,45,29,65,46,54,23,31,43,18,34,54,50,21,42,23
65,43,34,49,66,52,19,31,38,23,23,43,49,36,50,48,38,56,50,51,14,39,35,13,41,62,44,24,38,18
55,51,23,42,62,57,19,34,40,18,24,45,52,41,62,49,28,52,45,49,18,33,36,21,48,50,59,16,44,19
66,52,22,47,63,59,19,37,32,15,17,43,54,46,45,44,36,58,41,54,19,24,43,16,48,63,59,21,32,17
57,50,26,47,61,56,26,33,44,22,29,37,53,35,41,41,28,63,52,43,19,31,40,22,45,60,56,21,38,16
59,50,25,53,63,58,14,35,36,22,22,36,43,35,49,49,40,64,47,43,26,34,34,15,43,64,58,12,48,15
60,46,33,36,67,57,23,35,38,21,17,37,53,31,50,47,41,59,46,55,21,31,30,18,50,58,58,12,44,18
60,45,41,48,65,60,13,31,41,22,19,34,59,34,44,46,30,57,42,51,24,28,44,24,37,63,56,16,36,22
59,49,32,47,67,52,23,41,29,22,25,47,46,38,50,39,30,58,48,53,15,26,37,19,47,53,56,21,46,17
60,50,33,45,58,52,24,35,38,17,27,44,48,37,41,44,42,59,35,49,17,37,41,23,45,57,52,21,35,26
49,49,27,40,69,58,26,33,35,29,25,32,55,37,49,41,46,51,46,51,18,30,38,27,46,57,54,16,38,20
55,53,25,53,62,59,26,45,43,13,17,37,59,40,48,44,37,50,42,44,21,33,44,14,50,55,58,22,28,15
62,43,28,50,63,53,20,35,45,14,21,50,45,28,48,55,42,57,43,52,18,27,39,18,43,54,53,24,42,20
61,46,31,44,66,56,19,32,39,14,23,38,54,44,53,42,35,55,45,51,18,29,37,16,44,64,59,17,37,23
53,46,28,42,62,63,29,38,31,17,28,45,48,33,40,39,36,59,51,53,20,35,38,19,52,53,54,17,45,18
58,52,31,40,64,55,33,36,40,18,23,30,49,34,50,45,40,55,41,49,25,38,38,14,46,60,49,19,42,18
52,47,31,44,63,52,23,44,38,24,23,36,55,41,46,49,39,53,51,45,16,33,34,18,52,53,49,16,48,17
60,59,28,48,62,54,23,35,31,17,24,35,49,35,59,39,42,54,43,48,21,30,44,15,43,57,53,23,42,19
60,51,29,41,62,56,20,34,34,19,27,43,55,34,48,43,41,47,46,45,21,27,39,22,39,67,56,21,47,18
54,45,23,54,63,57,18,34,47,17,23,36,52,41,53,51,32,56,43,55,24,29,44,13,50,50,56,17,38,17
55,50,28,48,64,59,17,34,45,24,29,37,51,35,47,48,32,59,44,44,19,26,44,20,45,52,61,19,39,17
62,52,29,36,67,62,18,40,35,16,22,37,52,36,43,43,33,56,42,55,23,37,42,23,49,51,48,22,40,21
57,47,26,49,64,59,26,41,29,18,23,39,52,36,47,55,34,60,43,45,19,27,33,20,46,60,57,19,43,18
53,44,34,50,60,62,26,33,44,11,25,39,52,35,45,45,41,51,45,46,18,30,40,18,47,62,53,24,45,14
56,51,21,44,73,54,24,34,37,12,25,37,53,42,49,57,29,58,46,45,23,26,37,15,47,56,60,16,50,15
57,50,35,45,72,56,20,32,37,16,26,32,57,38,52,41,32,55,39,49,22,33,37,20,46,54,55,18,46,20
57,46,28,44,56,61,20,45,39,23,21,42,52,34,56,46,22,52,47,43,16,33,44,18,47,62,57,20,40,21
54,49,28,45,58,59,25,39,38,19,20,29,56,41,42,44,36,56,47,50,22,42,28,13,50,55,68,23,36,20
51,52,26,50,62,48,27,32,39,19,20,36,50,39,51,49,40,53,43,46,19,38,39,22,37,58,60,21,45,20
58,40,34,46,70,57,17,36,41,20,29,31,53,33,43,41,28,56,44,59,21,29,47,15,51,61,58,17,38,19
62,50,27,40,68,48,22,32,39,15,28,44,53,32,51,48,30,56,47,45,28,30,37,19,41,59,55,19,44,23
61,49,27,44,66,56,17,40,41,17,32,38,55,30,52,48,32,55,43,53,19,26,43,17,46,57,49,18,45,16
60,40,32,45,62,58,22,38,43,16,25,34,50,40,45,46,40,57,46,48,20,28,39,22,42,59,63,21,38,13
56,45,30,47,69,53,21,32,43,21,23,39,44,32,52,48,22,62,44,49,29,26,42,17,43,66,61,20,34,22
54,48,26,47,70,62,15,41,42,19,26,41,50,36,51,39,32,54,39,50,17,30,41,21,43,60,55,25,36,22
58,38,24,40,66,59,20,38,40,15,39,41,54,30,55,41,32,54,46,46,16,36,37,24,43,58,61,15,44,22
55,47,34,44,65,59,14,42,37,17,29,39,49,31,50,44,34,56,44,57,19,27,37,14,45,62,56,21,44,20
55,45,30,42,65,50,19,37,36,17,24,43,51,42,50,52,30,53,48,48,19,39,33,11,52,58,55,21,47,20
60,49,37,53,65,55,17,37,33,14,28,40,49,33,46,41,35,60,51,43,15,21,43,16,56,64,58,17,38,18
52,50,34,48,70,54,18,37,38,14,24,41,52,36,45,50,32,51,50,47,26,35,41,19,49,52,55,19,37,16
56,42,34,47,63,60,22,33,44,13,32,42,55,38,52,44,30,52,36,49,21,20,41,20,48,58,57,19,39,25
58,46,32,48,64,57,18,44,37,17,29,30,57,36,44,53,33,54,40,46,20,25,45,15,44,56,55,18,47,24
57,51,31,53,62,49,23,38,45,23,14,40,53,38,46,42,31,56,42,47,16,29,46,14,49,66,56,19,42,14
58,52,33,43,67,60,25,34,40,15,24,36,53,32,45,43,33,59,41,50,21,34,41,19,48,54,56,16,39,21
55,45,33,47,57,60,26,42,36,18,30,30,49,34,48,46,45,61,41,47,16,32,41,23,40,59,56,21,37,17
59,43,25,45,64,56,22,33,46,25,25,51,51,30,43,42,43,63,40,57,21,34,39,12,38,53,46,18,42,26
56,50,30,44,61,59,24,38,39,14,37,43,51,34,52,40,24,59,50,49,18,31,35,17,42,57,62,22,38,16
55,50,29,49,64,56,26,30,42,19,19,39,52,38,57,38,33,61,46,46,20,38,41,14,41,57,56,19,41,16
54,48,26,44,71,56,19,25,41,18,26,41,53,39,43,42,42,58,48,50,22,32,35,21,39,61,60,17,42,19
55,49,34,44,71,52,29,39,40,16,32,38,57,32,43,39,34,52,32,51,18,30,43,21,46,56,57,15,47,20
55,49,29,43,60,57,18,29,35,21,20,48,49,40,49,38,40,52,52,48,27,24,43,19,49,55,58,21,44,20
52,54,23,47,61,63,26,29,48,15,20,39,54,30,50,44,33,61,40,49,23,30,33,19,44,55,56,25,48,21
57,47,31,42,65,54,19,36,32,16,28,43,55,37,50,40,28,60,46,52,20,29,41,22,46,54,58,16,49,19
62,42,30,45,67,58,26,36,40,20,24,41,56,31,40,42,30,58,43,52,20,29,42,14,47,59,61,20,36,21
68,55,25,42,62,60,23,33,42,16,18,36,52,38,46,34,40,61,46,43,23,28,40,23,43,58,62,16,41,18
61,54,31,52,60,51,13,38,36,17,20,43,50,37,46,48,33,57,45,45,21,32,38,16,51,53,59,17,44,24
56,39,29,52,69,50,28,35,37,16,22,41,54,29,46,37,40,57,44,59,22,31,39,18,55,54,55,20,38,20
57,39,31,44,63,56,24,38,35,21,29,41,51,36,48,46,33,59,44,49,18,29,41,17,45,62,56,15,50,15
54,44,29,36,60,56,23,34,40,20,13,38,48,37,48,41,44,54,50,46,27,33,39,24,45,62,58,17,54,18
60,48,34,49,68,52,20,30,37,12,30,42,47,33,47,39,42,66,42,47,21,26,36,20,47,62,53,19,38,25
57,49,41,42,66,58,22,32,41,14,25,36,46,36,44,46,32,55,41,46,21,31,29,23,50,57,60,20,45,27
60,49,35,47,52,60,25,40,43,21,30,36,55,29,45,43,28,58,38,51,20,33,37,18,52,56,55,20,40,16
63,45,27,41,63,62,19,38,32,15,30,44,52,41,46,34,36,58,55,48,25,24,40,16,45,50,53,21,48,21
60,55,32,50,68,54,25,29,39,24,25,37,47,29,43,51,34,48,44,43,16,31,39,18,48,63,62,18,37,23
61,48,24,41,63,52,27,36,42,16,20,40,54,34,51,38,28,48,45,44,19,40,45,22,53,66,54,22,36,23
51,48,31,44,62,55,23,40,45,16,27,29,51,47,54,40,37,50,49,52,23,24,44,28,39,61,57,18,31,16
59,44,29,41,64,58,26,37,40,15,31,37,52,49,43,42,32,55,46,49,19,29,35,19,39,61,55,25,42,19
57,46,32,44,64,57,23,37,36,15,21,38,51,33,45,42,30,64,47,43,27,30,43,18,49,59,62,14,43,22
59,50,34,46,66,52,21,34,31,18,22,35,56,44,47,51,40,50,42,47,18,28,40,23,40,58,60,19,41,20
57,52,29,45,66,53,25,28,45,18,27,44,52,33,45,40,30,61,34,46,25,36,30,21,48,60,49,22,47,24
50,52,35,48,66,54,20,39,34,18,20,35,49,36,42,43,38,54,44,45,18,31,48,22,46,59,58,18,48,22
58,42,32,46,64,54,24,38,38,15,25,33,52,35,53,52,29,56,46,44,18,28,43,14,47,66,63,18,38,21
59,52,21,46,59,60,27,30,40,23,30,34,48,37,54,41,29,52,41,51,22,34,42,20,37,61,55,17,50,20
62,43,35,45,62,47,17,29,41,10,22,48,55,38,40,43,33,58,49,44,25,31,40,24,57,55,62,19,41,17
56,54,27,49,60,62,18,37,42,20,26,35,50,35,55,49,34,54,48,42,22,30,36,16,49,54,61,18,40,13
64,49,30,40,65,54,18,32,39,17,28,38,48,33,50,50,32,57,49,46,22,27,38,14,49,62,57,27,37,20
62,46,25,47,60,49,19,36,40,14,21,39,56,31,52,46,34,61,35,50,19,29,45,19,46,60,63,25,43,20
51,56,29,54,65,58,29,32,36,14,29,39,56,27,45,43,33,57,41,48,23,30,46,17,45,52,60,16,41,20
50,47,25,42,65,54,27,48,41,18,24,40,53,36,50,37,41,60,42,48,21,27,39,21,36,62,54,22,43,19
53,39,25,47,67,55,20,38,45,12,26,43,49,40,57,48,36,58,45,44,19,31,40,20,46,59,54,16,42,18
59,52,28,41,66,56,21,47,35,14,28,49,52,39,52,41,39,64,30,49,21,36,27,16,46,60,56,11,41,16
65,47,31,45,67,59,21,35,38,17,27,40,57,36,45,41,31,57,45,43,20,28,36,19,45,60,58,20,38,21
59,41,35,40,68,57,22,38,41,16,17,36,49,43,45,48,37,64,47,47,20,36,42,14,53,52,56,17,35,17
59,52,36,38,67,63,22,38,38,16,23,42,53,40,43,43,30,58,33,42,22,27,39,19,51,59,64,20,35,20
55,54,35,41,65,52,15,33,35,22,25,34,56,43,45,42,29,56,46,45,22,32,38,23,52,54,56,20,46,21
59,51,37,44,67,59,23,37,39,15,29,42,45,37,49,46,33,50,41,40,22,35,37,25,46,55,61,14,38,16
60,47,38,46,66,58,22,36,34,16,27,34,53,37,47,44,33,60,40,46,15,28,43,17,50,61,55,21,39,19
51,48,35,39,68,53,18,36,42,24,27,35,61,38,38,50,37,55,41,53,18,28,36,18,54,64,56,18,34,17
62,49,28,42,63,60,19,35,38,17,25,41,54,41,43,44,44,53,48,52,17,36,36,17,42,51,53,15,44,23
59,47,24,47,69,50,17,47,40,16,30,35,52,35,48,40,41,59,45,53,23,25,34,16,49,53,58,18,38,24
53,39,31,46,68,56,27,40,40,18,31,41,47,34,46,43,34,61,44,57,21,29,45,27,44,53,51,16,37,13
58,44,25,54,61,59,28,37,46,17,20,31,54,34,47,48,35,54,41,51,17,40,33,23,52,58,53,18,39,15
54,48,29,46,67,49,23,35,37,19,21,39,51,27,44,46,40,50,39,46,20,42,46,26,46,61,52,19,45,25
56,39,29,49,65,54,27,38,37,23,32,40,51,36,49,48,26,57,44,47,23,29,42,14,55,55,51,15,41,20
59,51,34,45,59,51,31,32,37,12,19,38,54,36,48,48,29,57,45,50,24,33,43,13,45,51,62,18,45,23
64,35,24,47,65,57,24,41,38,23,26,42,48,36,37,44,33,58,44,47,18,25,36,17,49,57,60,22,52,23
51,48,24,46,67,57,20,42,31,17,26,37,47,46,47,53,37,56,40,46,21,37,36,18,44,56,55,25,42,20
66,43,32,35,71,51,21,38,35,20,21,42,51,42,41,39,36,65,42,53,19,32,44,19,47,61,55,17,36,18
57,49,31,46,65,49,24,43,37,20,27,39,43,34,49,42,27,53,50,52,23,35,39,15,51,62,53,20,40,17
59,53,27,51,64,55,25,42,45,14,21,40,58,32,38,46,36,56,42,48,23,25,37,21,50,59,45,15,43,22
57,47,31,42,68,54,22,32,39,21,34,40,51,34,48,48,39,57,38,47,17,30,34,25,46,57,52,16,41,25
63,39,30,41,69,62,21,38,36,14,26,35,50,44,49,49,25,62,49,48,23,29,41,19,44,54,51,19,44,18
63,48,28,43,64,53,20,34,38,18,26,38,57,33,52,48,34,56,44,54,13,25,37,15,46,53,60,21,46,25
62,40,34,44,66,54,28,34,40,20,29,41,51,39,38,52,35,53,39,48,22,30,34,17,53,61,51,20,38,19
54,42,28,40,62,58,23,31,36,22,30,40,47,37,49,46,40,54,42,49,19,30,36,22,48,65,58,25,40,19
53,46,36,48,67,47,21,36,41,20,23,39,43,36,55,47,33,57,56,51,21,33,37,17,36,59,55,16,44,19
60,48,24,46,65,49,23,28,39,13,29,46,49,42,45,51,26,54,53,49,20,33,43,14,48,60,57,18,36,24
58,45,35,49,62,59,21,30,37,12,28,44,42,33,52,49,41,50,41,44,19,36,39,15,47,57,60,22,42,23
63,55,30,45,68,55,14,44,39,23,20,37,54,40,40,40,27,55,43,56,23,22,32,21,43,65,63,19,40,16
54,52,30,43,67,45,16,38,34,19,32,45,60,43,49,32,38,52,49,44,26,28,34,19,43,58,58,20,41,23
61,52,28,45,65,50,23,33,47,21,23,32,54,43,51,45,37,59,32,40,17,36,37,22,51,53,52,18,45,20
58,40,28,46,67,58,20,33,38,16,21,41,55,38,56,40,28,58,41,58,23,27,46,12,42,55,62,16,51,18
60,47,36,47,65,53,19,30,37,25,26,27,56,37,52,43,35,62,49,44,21,32,32,16,46,53,58,21,38,25
56,51,26,44,70,59,22,33,36,23,28,40,57,33,47,49,34,53,43,50,14,28,37,23,44,56,59,12,47,18
60,46,30,41,58,60,21,39,31,20,21,33,52,46,47,48,40,52,48,50,21,28,39,18,48,62,63,18,34,18
57,44,33,47,60,56,27,44,43,19,25,42,46,34,45,45,36,55,49,61,23,25,31,18,52,51,55,16,35,18
61,54,26,48,67,60,24,33,36,17,30,41,47,28,53,39,35,60,47,58,12,26,34,17,55,49,57,21,42,15
57,45,28,41,67,56,32,37,42,20,28,36,52,31,42,49,34,53,40,42,19,30,46,21,49,58,61,18,40,18
60,49,36,46,65,60,24,31,29,17,24,38,44,35,48,48,39,56,50,43,15,39,34,17,51,55,59,13,42,25
63,43,32,46,59,50,27,26,41,21,35,41,51,33,49,50,36,51,45,47,26,30,37,16,41,57,59,15,48,17
59,43,25,44,66,56,22,32,40,15,23,46,53,35,54,48,35,56,43,48,20,35,35,15,46,60,59,18,42,19
62,52,26,42,62,53,26,37,41,19,29,31,49,35,48,46,36,56,44,41,28,26,36,14,45,63,62,18,41,24
60,44,31,38,66,49,27,39,31,17,24,40,51,36,45,44,42,55,51,50,19,26,45,24,47,57,55,16,39,24
54,58,27,41,67,55,22,39,38,9,22,44,57,31,51,46,35,54,49,44,18,33,34,17,46,58,62,23,44,14
57,47,26,54,66,59,22,33,36,20,30,39,44,36,41,40,35,59,48,49,22,35,38,16,44,57,54,23,39,23
58,51,21,50,67,46,25,37,35,14,26,42,53,38,53,46,37,62,41,43,21,27,40,21,46,59,50,20,42,21
59,53,27,40,62,57,24,33,41,19,25,46,60,30,47,46,33,49,39,51,19,35,38,21,45,59,54,10,52,18
53,42,29,41,63,57,28,33,40,19,33,31,57,29,48,48,28,57,50,49,20,37,37,27,42,58,62,20,37,17
59,50,38,39,64,56,26,37,43,18,24,39,49,32,47,41,33,55,39,52,23,36,39,13,45,59,55,19,47,15
60,56,32,41,65,50,26,40,29,21,24,36,57,36,54,42,33,59,40,45,17,31,40,17,49,63,56,18,40,15
58,39,29,50,66,57,25,33,37,14,27,28,51,43,47,49,39,57,44,52,24,37,42,18,51,57,49,20,34,15
57,46,32,44,71,55,19,42,43,16,27,36,59,33,52,37,31,61,47,45,24,22,41,22,46,59,52,20,36,17
58,41,26,40,65,60,26,35,45,19,33,35,55,36,53,47,26,54,40,49,21,34,36,20,36,49,59,25,49,20
55,44,35,42,68,59,24,35,27,22,34,34,55,40,55,44,32,63,45,50,20,30,37,16,55,54,44,17,38,18
61,33,35,44,64,57,28,38,37,18,20,49,55,35,52,42,33,56,43,48,23,31,44,14,47,54,59,18,29,25
60,47,24,43,67,58,23,44,34,22,23,32,59,29,43,42,34,59,50,50,19,34,38,12,40,57,64,21,38,26
59,54,28,48,66,47,20,35,37,16,19,43,51,32,47,36,36,62,53,40,20,37,39,20,47,59,57,16,45,23
61,41,19,42,63,59,18,33,39,22,19,42,56,46,51,48,31,52,47,52,17,31,38,19,50,58,57,15,46,20
57,46,28,44,64,49,26,49,43,15,33,45,59,38,49,47,24,49,42,47,17,33,42,16,43,59,49,18,42,19
63,46,27,52,67,63,24,33,36,16,21,33,49,39,46,46,26,62,53,44,22,33,46,12,39,63,55,24,40,12
55,47,31,48,66,58,27,31,34,19,31,33,55,27,49,44,32,54,49,48,16,32,33,30,43,64,49,27,43,17
55,50,24,52,71,53,26,33,34,22,21,37,58,35,49,44,34,55,43,50,21,33,38,21,44,53,61,13,40,22
58,47,32,41,70,48,19,33,43,17,25,40,53,44,47,43,37,54,48,51,15,23,34,23,42,61,57,19,45,23
51,43,34,48,69,61,19,33,39,21,30,39,55,33,47,40,36,54,42,52,17,30,39,21,47,56,60,14,43,19
59,42,26,45,67,63,23,39,36,15,28,39,53,34,50,48,35,57,46,53,18,30,37,16,44,55,61,17,41,15
62,55,28,40,62,56,22,35,32,16,30,42,59,45,38,39,31,52,43,46,22,43,38,14,43,62,61,16,45,15
59,54,32,42,68,51,16,43,39,14,25,48,48,33,53,42,27,66,42,51,14,33,35,21,43,58,54,16,50,15
50,51,26,45,69,55,19,39,34,21,26,35,54,36,53,44,36,60,47,42,18,34,39,11,44,62,60,17,47,18
68,44,30,44,61,55,17,39,44,16,25,44,52,38,51,40,36,65,49,44,14,25,33,18,43,62,59,18,40,18
62,50,23,44,66,58,24,41,40,18,26,38,47,36,39,45,25,62,47,44,21,38,43,22,48,58,55,19,38,15
60,43,33,37,64,61,23,35,43,24,26,41,60,33,51,46,28,57,45,45,19,27,36,16,44,54,61,18,38,24
63,49,30,46,69,55,15,36,40,17,24,43,44,32,56,47,30,59,37,48,24,27,39,21,48,55,53,23,43,19
63,55,27,39,68,49,23,30,38,18,22,45,61,29,44,42,41,54,44,48,21,27,39,21,49,52,55,19,43,26
60,45,31,47,69,47,23,31,37,19,27,41,55,34,42,45,39,54,42,47,20,30,42,17,43,60,53,21,46,25
59,38,33,42,70,60,20,35,43,18,24,35,52,42,41,41,32,61,51,41,22,38,41,23,47,56,54,14,36,23
55,48,24,39,70,48,20,44,41,18,32,34,51,36,57,48,34,50,45,49,19,26,43,17,47,62,56,21,40,18
52,50,26,38,69,54,27,35,46,16,23,41,49,28,53,43,40,63,40,48,14,33,44,20,52,53,54,19,44,18
60,44,35,47,66,52,21,36,34,16,21,33,53,25,47,52,33,55,53,51,15,30,42,17,48,60,60,20,48,18
53,47,31,44,60,58,21,41,35,20,28,33,53,33,46,51,40,54,39,41,23,33,43,18,48,60,54,25,42,18
55,54,38,38,65,58,19,31,47,11,27,38,47,38,40,50,41,63,40,45,23,28,42,13,48,50,57,15,52,19
52,47,31,39,66,57,27,42,37,16,25,37,53,29,48,43,34,56,42,51,21,40,37,17,44,58,52,20,48,23
55,43,25,43,70,55,26,39,48,15,27,37,56,35,52,46,30,55,38,51,17,37,25,19,57,65,57,12,43,14
60,46,27,46,65,54,17,38,45,14,22,41,47,43,50,46,32,58,40,51,20,29,43,22,48,55,54,17,42,20
58,49,37,46,69,54,15,41,38,17,25,38,52,41,45,42,32,55,39,53,15,30,47,15,50,54,59,18,37,21
61,49,32,41,68,59,25,28,38,13,20,41,50,40,50,44,41,54,41,51,19,33,36,13,44,52,61,20,42,26
60,37,31,44,62,51,26,35,34,24,28,37,57,36,53,49,42,48,50,47,20,27,47,18,39,57,52,19,43,19
56,38,29,47,72,55,25,32,45,15,23,35,51,37,43,52,34,59,38,50,20,38,41,17,38,54,54,27,42,25
58,50,33,42,68,53,25,31,36,17,19,44,62,45,49,45,35,59,45,41,25,25,39,14,42,61,52,18,36,23
65,49,34,40,67,52,22,36,33,16,29,44,55,33,45,46,30,54,41,46,18,38,39,21,46,52,56,20,43,22
58,50,34,40,57,49,16,43,30,13,25,41,51,33,48,47,37,61,45,47,19,36,37,17,56,60,60,17,44,21
57,46,24,48,71,59,13,42,37,12,28,37,44,38,44,49,27,56,42,47,20,40,37,19,55,63,48,14,50,25
59,51,26,48,67,54,18,41,34,20,19,37,52,36,52,41,43,57,46,38,25,31,44,21,42,58,62,19,40,11
57,55,28,48,69,56,23,34,39,17,30,41,46,39,42,41,30,62,37,55,27,27,41,20,42,53,50,20,39,24
61,52,27,41,65,51,18,31,38,20,26,39,47,39,44,40,37,62,42,49,17,34,39,23,49,57,57,18,45,24
54,38,29,43,64,60,19,43,36,17,21,37,52,41,58,44,29,62,47,55,17,31,41,19,54,54,55,15,41,16
53,47,36,41,69,60,32,44,39,15,19,40,48,33,50,39,22,56,40,45,21,31,42,20,51,59,59,16,45,20
